"Trade flow","Year","Period","Tariff heading","Key","Key - text","Land","Quantity (kg)","Value (CHF)"
"IMP","2022","02_February","7108.1200","914","less than 99.5% of gold","Belgium","149","6'620'492"
"IMP","2022","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Azerbaijan","686","12'194'194"
"IMP","2022","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Austria","1","56'376"
"IMP","2022","02_February","7108.1200","913","at least 99.5% of gold, for other uses","Austria","1","29'109"
"IMP","2022","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Australia","2'232","20'408'616"
"IMP","2022","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Argentina","10'820","53'815'001"
"IMP","2022","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","_ALL","72'324","1'574'051'931"
"IMP","2022","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","_ALL","46'951","2'608'523'986"
"IMP","2022","02_February","7108.1200","913","at least 99.5% of gold, for other uses","_ALL","43'959","2'383'740'538"
"IMP","2022","02_February","7108.1200","914","less than 99.5% of gold","_ALL","5'925","241'913'337"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","USA","3'346","154'234'844"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","USA","1'407","73'777'116"
"IMP","2021","02_February","7108.1200","913","at least 99.5% of gold, for other uses","USA","201","11'437'290"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","USA","96","175'919"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","United Kingdom","20'285","1'061'868'104"
"IMP","2021","02_February","7108.1200","913","at least 99.5% of gold, for other uses","United Kingdom","45'643","2'388'778'817"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Ukraine","23","1'235'057"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Ukraine","76","2'293'001"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Turkey","38","1'091'535"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Tanzania","975","35'570'977"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Sweden","50","2'484'558"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Sweden","357","19'301'602"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Suriname","1'204","62'077'269"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Spain","60","1'256'268"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Spain","60","2'279'845"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","South Africa","118","6'050'152"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","South Africa","12","634'175"
"IMP","2021","02_February","7108.1200","913","at least 99.5% of gold, for other uses","South Africa","3'955","208'147'164"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Singapore","6","333'157"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Singapore","62","2'910'864"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Senegal","796","37'178'425"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Russia","80","4'263'771"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Romania","94","2'887'006"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Philippines","1'110","36'070'772"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Philippines","118","6'133'391"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Peru","12'698","111'239'508"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Peru","203","10'697'558"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Panama","23","771'764"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Oman","633","1'159'664"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Norway","196","10'207'271"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nicaragua","1'148","12'175'842"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Morocco","63","2'660'006"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mexico","2'839","39'385'375"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Mexico","734","39'459'701"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Mexico","501","13'333'251"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mali","1'380","67'420'941"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Malaysia","26","1'335'240"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Luxembourg","6","320'294"
"IMP","2021","02_February","7108.1200","913","at least 99.5% of gold, for other uses","Luxembourg","20","991'274"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Luxembourg","12","457'764"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Liberia","608","29'464'714"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Lebanon","171","6'400'043"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Laos","1'391","8'764'602"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Kenya","5","190'955"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Japan","1'654","88'708'323"
"IMP","2021","02_February","7108.1200","913","at least 99.5% of gold, for other uses","Japan","0","9'854"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Italy","189","9'142'184"
"IMP","2021","02_February","7108.1200","913","at least 99.5% of gold, for other uses","Italy","455","24'296'350"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Italy","546","21'806'738"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Ireland","12","663'806"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Indonesia","665","35'502'758"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Hong Kong","666","35'410'453"
"IMP","2021","02_February","7108.1200","913","at least 99.5% of gold, for other uses","Hong Kong","51","2'710'004"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ghana","4'111","189'790'273"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Germany","0","1'691"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Germany","2'213","82'799'731"
"IMP","2021","02_February","7108.1200","913","at least 99.5% of gold, for other uses","Germany","50","2'634'400"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Germany","62","1'213'257"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Georgia","184","5'484'486"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","France","272","14'248'845"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","France","393","13'124'114"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Finland","553","27'150'934"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Finland","847","45'270'843"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Estonia","2","73'764"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Emirates, Arab","2'492","135'149'433"
"IMP","2021","02_February","7108.1200","913","at least 99.5% of gold, for other uses","Emirates, Arab","7","350'479"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ecuador","329","11'805'157"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Dominican Rep.","10'793","131'898'523"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Côte d'Ivoire","1'862","61'259'908"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Czechia","15","508'422"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Colombia","203","9'809'762"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Chile","9'157","47'821'253"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Canada","3'768","132'331'185"
"IMP","2021","02_February","7108.1200","913","at least 99.5% of gold, for other uses","Canada","100","5'207'219"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Burkina Faso","5'707","256'937'729"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Brazil","1'995","90'309'019"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belgium","59","3'090'827"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Belgium","42","1'590'292"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belarus","3","132'039"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Azerbaijan","1'066","22'314'279"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Austria","32","925'032"
"IMP","2021","02_February","7108.1200","913","at least 99.5% of gold, for other uses","Austria","0","325"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","Austria","1","49'905"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Australia","410","8'581'481"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","Australia","1'402","75'784'727"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Argentina","5'693","28'009'261"
"IMP","2021","02_February","7108.1200","911","mined gold (according to the ""Explanatory notes"")","_ALL","73'622","1'629'730'149"
"IMP","2021","02_February","7108.1200","912","at least 99.5% of gold, for refining or other processing","_ALL","33'282","1'720'228'874"
"IMP","2021","02_February","7108.1200","913","at least 99.5% of gold, for other uses","_ALL","50'482","2'644'563'176"
"IMP","2021","02_February","7108.1200","914","less than 99.5% of gold","_ALL","3'504","108'293'712"
